startCpG,endCpG,chr_hg38,start_hg38,end_hg38,strand_hg38
22163023,22163030,chr16,89345392,89345602,+
22163033,22163038,chr16,89346016,89346122,+
22163181,22163186,chr16,89353699,89353776,+
22163186,22163195,chr16,89353863,89354196,+
22163302,22163306,chr16,89358781,89358911,+
22163365,22163372,chr16,89362922,89363040,+
22163397,22163401,chr16,89364723,89364835,+
22163771,22163775,chr16,89379367,89379548,+
22163775,22163784,chr16,89379674,89379776,+
22164125,22164131,chr16,89392107,89392208,+
22164729,22164735,chr16,89417264,89417574,+
22164856,22164862,chr16,89422650,89422748,+
22165085,22165091,chr16,89431219,89431295,+
22165290,22165297,chr16,89442122,89442251,+
22165397,22165407,chr16,89448750,89448909,+
22166726,22166739,chr16,89502254,89502733,+
22166739,22166746,chr16,89502797,89502917,+
22167782,22167788,chr16,89534274,89534402,+
22168119,22168129,chr16,89545805,89546087,+
22169615,22169620,chr16,89582354,89582485,+
22171453,22171460,chr16,89639469,89639803,+
22175339,22175349,chr16,89761311,89761504,+
22175401,22175417,chr16,89764594,89764919,+
22175417,22175428,chr16,89765006,89765383,+
22177302,22177310,chr16,89833820,89834064,+
22177689,22177698,chr16,89845524,89845684,+
22177756,22177761,chr16,89847531,89847597,+
22178336,22178345,chr16,89863809,89864006,+
22181992,22181996,chr16,89973979,89974089,+
22182782,22182791,chr16,90008775,90008887,+
22183314,22183322,chr16,90026347,90026572,+
22183746,22183754,chr16,90044109,90044428,+
22191206,22191212,chr17,338904,339002,+
22191212,22191217,chr17,339003,339212,+
22191226,22191239,chr17,339717,339926,+
22191355,22191362,chr17,349161,349499,+
22191405,22191411,chr17,352215,352320,+
22191411,22191423,chr17,352398,352763,+
22193352,22193362,chr17,419493,419687,+
22195378,22195382,chr17,574068,574221,+
22197940,22197945,chr17,715980,716333,+
22198123,22198133,chr17,726105,726405,+
22201956,22201960,chr17,855916,855966,+
22202043,22202050,chr17,859573,859713,+
22202432,22202439,chr17,876417,876515,+
22202535,22202540,chr17,879533,879583,+
22202554,22202562,chr17,880166,880283,+
22202977,22202981,chr17,897477,897522,+
22202981,22202986,chr17,897525,897660,+
22203693,22203700,chr17,924696,924851,+
22203702,22203706,chr17,925128,925289,+
22203767,22203773,chr17,927642,927728,+
22205929,22205934,chr17,1002865,1002932,+
22206017,22206021,chr17,1005879,1005937,+
22206457,22206465,chr17,1019520,1019691,+
22208489,22208495,chr17,1083594,1083749,+
22208597,22208607,chr17,1087251,1087466,+
22208615,22208636,chr17,1087686,1088250,+
22208735,22208741,chr17,1091883,1091940,+
22208742,22208748,chr17,1092032,1092156,+
22208861,22208867,chr17,1095534,1095659,+
22208867,22208873,chr17,1095707,1095787,+
22208873,22208877,chr17,1095864,1095940,+
22210291,22210298,chr17,1147756,1148075,+
22211515,22211520,chr17,1186981,1187011,+
22211840,22211847,chr17,1197973,1198167,+
22213611,22213620,chr17,1256723,1256879,+
22213661,22213668,chr17,1258545,1258813,+
22217987,22217993,chr17,1423019,1423199,+
22220292,22220296,chr17,1495341,1495553,+
22220667,22220678,chr17,1511222,1511547,+
22220684,22220688,chr17,1512072,1512391,+
22221623,22221629,chr17,1555757,1555866,+
22222091,22222095,chr17,1569579,1569635,+
22222095,22222100,chr17,1569652,1569750,+
22222475,22222486,chr17,1581348,1581643,+
22222486,22222490,chr17,1581844,1581899,+
22222722,22222726,chr17,1590371,1590413,+
22222967,22222980,chr17,1597883,1598189,+
22224229,22224236,chr17,1640517,1640640,+
22224294,22224298,chr17,1643001,1643057,+
22224298,22224316,chr17,1643077,1643198,+
22227357,22227365,chr17,1747034,1747169,+
22227365,22227372,chr17,1747243,1747433,+
22227493,22227503,chr17,1751646,1751847,+
22227504,22227511,chr17,1751947,1752034,+
22231461,22231484,chr17,1932168,1932655,+
22233166,22233170,chr17,1997447,1997524,+
22236141,22236147,chr17,2084635,2085094,+
22236147,22236152,chr17,2085121,2085148,+
22236189,22236193,chr17,2087621,2087780,+
22236208,22236214,chr17,2089307,2089448,+
22236214,22236220,chr17,2089582,2089798,+
22236307,22236311,chr17,2094911,2094955,+
22236709,22236717,chr17,2123065,2123160,+
22237382,22237387,chr17,2171925,2172076,+
22237387,22237395,chr17,2172111,2172526,+
22237395,22237401,chr17,2172625,2172770,+
22237411,22237420,chr17,2174392,2174708,+
22237428,22237437,chr17,2175018,2175300,+
22237478,22237482,chr17,2179073,2179161,+
22237509,22237513,chr17,2181711,2181795,+
22237661,22237665,chr17,2192808,2192933,+
22237950,22237955,chr17,2215201,2215231,+
22237955,22237960,chr17,2215316,2215634,+
22237960,22237968,chr17,2215680,2215906,+
22237968,22237974,chr17,2215983,2216101,+
22238249,22238260,chr17,2238450,2238779,+
22238602,22238607,chr17,2259787,2259976,+
22240296,22240303,chr17,2346518,2346774,+
22240315,22240319,chr17,2347768,2348070,+
22240550,22240554,chr17,2359226,2359305,+
22240555,22240570,chr17,2359375,2359797,+
22241286,22241298,chr17,2386488,2386685,+
22242194,22242203,chr17,2407147,2407407,+
22243609,22243615,chr17,2485458,2485843,+
22244816,22244821,chr17,2548192,2548323,+
22245122,22245127,chr17,2564948,2565256,+
22246403,22246408,chr17,2634764,2634913,+
22247095,22247101,chr17,2683988,2684153,+
22248048,22248054,chr17,2708354,2708653,+
22248063,22248068,chr17,2708794,2709006,+
22248068,22248075,chr17,2709014,2709219,+
22248078,22248089,chr17,2709323,2709891,+
22250438,22250443,chr17,2795910,2796022,+
22250463,22250477,chr17,2796497,2796803,+
22252764,22252768,chr17,2890874,2890978,+
22252800,22252820,chr17,2893556,2893910,+
22252987,22252993,chr17,2899909,2900089,+
22253513,22253517,chr17,2924265,2924306,+
22253554,22253563,chr17,2926088,2926297,+
22254327,22254337,chr17,2960196,2960503,+
22261083,22261092,chr17,3530181,3530492,+
22266617,22266622,chr17,3754480,3754538,+
22266884,22266889,chr17,3765654,3765783,+
22269648,22269676,chr17,3888631,3888889,+
22269937,22269941,chr17,3894711,3894828,+
22270440,22270444,chr17,3916566,3916655,+
22270551,22270555,chr17,3921576,3921602,+
22271225,22271241,chr17,3945007,3945134,+
22271246,22271253,chr17,3945185,3945263,+
22271668,22271672,chr17,3961733,3961850,+
22271880,22271886,chr17,3966685,3966831,+
22271886,22271890,chr17,3966948,3967030,+
22271890,22271895,chr17,3967113,3967277,+
22272096,22272103,chr17,3977021,3977160,+
22272136,22272140,chr17,3978505,3978805,+
22273124,22273134,chr17,4033921,4034399,+
22276004,22276011,chr17,4207104,4207225,+
22276550,22276559,chr17,4243623,4243970,+
22276595,22276600,chr17,4248160,4248240,+
22276600,22276605,chr17,4248264,4248335,+
22277559,22277567,chr17,4316005,4316093,+
22279330,22279335,chr17,4408036,4408145,+
22279844,22279852,chr17,4433765,4433937,+
22280624,22280634,chr17,4476072,4476290,+
22280836,22280851,chr17,4486249,4486537,+
22281570,22281574,chr17,4515613,4515726,+
22281665,22281674,chr17,4519498,4519728,+
22281702,22281706,chr17,4521448,4521634,+
22282768,22282774,chr17,4559902,4560295,+
22282774,22282787,chr17,4560403,4560742,+
22283370,22283374,chr17,4585399,4585434,+
22283577,22283581,chr17,4594919,4595031,+
22286354,22286360,chr17,4721768,4721859,+
22286363,22286367,chr17,4721920,4721961,+
22287058,22287063,chr17,4748144,4748273,+
22289318,22289323,chr17,4835187,4835425,+
22289526,22289530,chr17,4849166,4849274,+
22289665,22289669,chr17,4858349,4858546,+
22290990,22290998,chr17,4909968,4910191,+
22292098,22292105,chr17,4953752,4953878,+
22302597,22302605,chr17,5583793,5583949,+
22302605,22302613,chr17,5583966,5584391,+
22314649,22314654,chr17,6507721,6507835,+
22315235,22315243,chr17,6551959,6552216,+
22315246,22315253,chr17,6552595,6552836,+
22315996,22316002,chr17,6592278,6592483,+
22318428,22318433,chr17,6756799,6756905,+
22321727,22321738,chr17,7015675,7015944,+
22324471,22324478,chr17,7142088,7142225,+
22324479,22324483,chr17,7142283,7142365,+
22330894,22330909,chr17,7383880,7384007,+
22330909,22330950,chr17,7384013,7384448,+
22330950,22330957,chr17,7384454,7384533,+
22334757,22334761,chr17,7532317,7532760,+
22335332,22335337,chr17,7559399,7559543,+
22335337,22335344,chr17,7559585,7559818,+
22336191,22336202,chr17,7589014,7589127,+
22336204,22336211,chr17,7589218,7589275,+
22342543,22342547,chr17,7868155,7868335,+
22342929,22342936,chr17,7888731,7888746,+
22346121,22346126,chr17,8057125,8057165,+
22346721,22346734,chr17,8080794,8081011,+
22351476,22351480,chr17,8262315,8262458,+
22355239,22355243,chr17,8465591,8465694,+
22355353,22355368,chr17,8470627,8470922,+
22358203,22358209,chr17,8681420,8681591,+
22361134,22361141,chr17,8875137,8875194,+
22361389,22361400,chr17,8888543,8888681,+
22362063,22362072,chr17,8941590,8941687,+
22364412,22364418,chr17,9072027,9072146,+
22364418,22364422,chr17,9072218,9072315,+
22364435,22364441,chr17,9073060,9073142,+
22364441,22364448,chr17,9073172,9073279,+
22364521,22364525,chr17,9079539,9080010,+
22365719,22365723,chr17,9151416,9151528,+
22366324,22366329,chr17,9185308,9185416,+
22366625,22366632,chr17,9206936,9207072,+
22367739,22367743,chr17,9256802,9257011,+
22367768,22367772,chr17,9258325,9258361,+
22369382,22369392,chr17,9360758,9361150,+
22379044,22379049,chr17,10026163,10026212,+
22379984,22379988,chr17,10086373,10086471,+
22388382,22388387,chr17,10745391,10745578,+
22388905,22388910,chr17,10790583,10791167,+
22388924,22388929,chr17,10792186,10792335,+
22388994,22388999,chr17,10797571,10797731,+
22389018,22389024,chr17,10799589,10799758,+
22389046,22389050,chr17,10800588,10800726,+
22397231,22397235,chr17,11618977,11619174,+
22405479,22405485,chr17,12422665,12422760,+
22405487,22405493,chr17,12422852,12423075,+
22414766,22414770,chr17,13307830,13307927,+
22420711,22420715,chr17,13961342,13961629,+
22421669,22421674,chr17,14062209,14062544,+
22422626,22422632,chr17,14192704,14193115,+
22422775,22422783,chr17,14206260,14206425,+
22425883,22425889,chr17,14452106,14452252,+
22428841,22428845,chr17,14792958,14793050,+
22434813,22434823,chr17,15409759,15409843,+
22434823,22434829,chr17,15410063,15410309,+
22435471,22435475,chr17,15463559,15463678,+
22435807,22435813,chr17,15490620,15490849,+
22437012,22437021,chr17,15590050,15590371,+
22438021,22438031,chr17,15650744,15651290,+
22442188,22442193,chr17,15946670,15946841,+
22442211,22442215,chr17,15948427,15948470,+
22442411,22442415,chr17,15959561,15959587,+
22444876,22444884,chr17,16171601,16171966,+
22446139,22446144,chr17,16255548,16255948,+
22446463,22446467,chr17,16285811,16285932,+
22447145,22447149,chr17,16330078,16330238,+
22448036,22448040,chr17,16378972,16379097,+
22448968,22448976,chr17,16416131,16416636,+
22448976,22448982,chr17,16416695,16416871,+
22449016,22449023,chr17,16420120,16420179,+
22449132,22449137,chr17,16425920,16426003,+
22454906,22454910,chr17,16861255,16861337,+
22454969,22454982,chr17,16865215,16865714,+
22457042,22457053,chr17,17010428,17010924,+
22457164,22457170,chr17,17018738,17018869,+
22457213,22457219,chr17,17021133,17021304,+
22457221,22457227,chr17,17021432,17021526,+
22457317,22457326,chr17,17028040,17028413,+
22457384,22457391,chr17,17032171,17032321,+
22458149,22458153,chr17,17075537,17075630,+
22458183,22458189,chr17,17078398,17078583,+
22458201,22458206,chr17,17079821,17079956,+
22458383,22458387,chr17,17090547,17090730,+
22458387,22458396,chr17,17090775,17091092,+
22458469,22458473,chr17,17096947,17096996,+
22460443,22460448,chr17,17206941,17206982,+
22460449,22460458,chr17,17207137,17207328,+
22463918,22463924,chr17,17387119,17387284,+
22464003,22464013,chr17,17392004,17392178,+
22464013,22464023,chr17,17392211,17392406,+
22464336,22464340,chr17,17413455,17413650,+
22464349,22464355,chr17,17414246,17414383,+
22464355,22464360,chr17,17414395,17414494,+
22464791,22464796,chr17,17446320,17446504,+
22466011,22466015,chr17,17506498,17506611,+
22466154,22466160,chr17,17511911,17512090,+
22466474,22466486,chr17,17526206,17526540,+
22466488,22466493,chr17,17526635,17526830,+
22466700,22466707,chr17,17538790,17538968,+
22467246,22467255,chr17,17561822,17561938,+
22469539,22469547,chr17,17685208,17685508,+
22469836,22469840,chr17,17697115,17697309,+
22469840,22469848,chr17,17697327,17697646,+
22470116,22470126,chr17,17710840,17711242,+
22470126,22470132,chr17,17711268,17711485,+
22470133,22470141,chr17,17711653,17711946,+
22470177,22470181,chr17,17714629,17714689,+
22470606,22470610,chr17,17728978,17729100,+
22470747,22470752,chr17,17739110,17739191,+
22470798,22470810,chr17,17741523,17741849,+
22471130,22471147,chr17,17757520,17757916,+
22471417,22471422,chr17,17774513,17774568,+
22472447,22472463,chr17,17809940,17810057,+
22472463,22472471,chr17,17810065,17810138,+
22472471,22472500,chr17,17810156,17810486,+
22472500,22472515,chr17,17810496,17810682,+
22473864,22473870,chr17,17877201,17877603,+
22473870,22473881,chr17,17877623,17878135,+
22474311,22474324,chr17,17912887,17913013,+
22475709,22475713,chr17,18017250,18017393,+
22480042,22480052,chr17,18246860,18247051,+
22480052,22480069,chr17,18247071,18247197,+
22480069,22480081,chr17,18247208,18247328,+
22480115,22480119,chr17,18247906,18247980,+
22482518,22482523,chr17,18362566,18362620,+
22484263,22484268,chr17,18459122,18459341,+
22484502,22484511,chr17,18479028,18479386,+
22490066,22490070,chr17,18889848,18889931,+
22490189,22490193,chr17,18900782,18901095,+
22490194,22490206,chr17,18901208,18901612,+
22491298,22491302,chr17,18969640,18969742,+
22491302,22491306,chr17,18969889,18969951,+
22491595,22491607,chr17,18981758,18981945,+
22491607,22491611,chr17,18981959,18982017,+
22491611,22491619,chr17,18982085,18982182,+
22491692,22491701,chr17,18985522,18985800,+
22491756,22491762,chr17,18988666,18988759,+
22491831,22491841,chr17,18992769,18993088,+
22491842,22491848,chr17,18993162,18993211,+
22491959,22491965,chr17,19000789,19000877,+
22491965,22491969,chr17,19001053,19001147,+
22493691,22493701,chr17,19075420,19075615,+
22495201,22495210,chr17,19144182,19145051,+
22497743,22497749,chr17,19263910,19264076,+
22498487,22498495,chr17,19317561,19317755,+
22499352,22499358,chr17,19369915,19370131,+
22499364,22499370,chr17,19370606,19370859,+
22502096,22502100,chr17,19534893,19534941,+
22502381,22502386,chr17,19551288,19551359,+
22504059,22504066,chr17,19659659,19659776,+
22504582,22504589,chr17,19707753,19707933,+
22505394,22505398,chr17,19745254,19745306,+
22505405,22505412,chr17,19745422,19745560,+
22505412,22505424,chr17,19745612,19745940,+
22505424,22505430,chr17,19745980,19746164,+
22507671,22507675,chr17,19897179,19897272,+
22511168,22511177,chr17,20157108,20157214,+
22512187,22512193,chr17,20269669,20269778,+
22514371,22514379,chr17,20464938,20465254,+
22514615,22514619,chr17,20485129,20485271,+
22517742,22517747,chr17,20698816,20698993,+
22517830,22517836,chr17,20707091,20707152,+
22520390,22520400,chr17,20907814,20907943,+
22520400,22520404,chr17,20907954,20908027,+
22520404,22520408,chr17,20908054,20908116,+
22520917,22520921,chr17,20952363,20952450,+
22523822,22523826,chr17,21126085,21126308,+
22524795,22524804,chr17,21200704,21200884,+
22524987,22524997,chr17,21209848,21210112,+
22543820,22543828,chr17,27466785,27466899,+
22543947,22543952,chr17,27475256,27475512,+
22543953,22543957,chr17,27475591,27475638,+
22544184,22544191,chr17,27494453,27494637,+
22544196,22544200,chr17,27494992,27495035,+
22544204,22544209,chr17,27495548,27495761,+
22544217,22544224,chr17,27496593,27496877,+
22544235,22544239,chr17,27497893,27497931,+
22544627,22544631,chr17,27531065,27531168,+
22544767,22544774,chr17,27540474,27540613,+
22544823,22544829,chr17,27544658,27544909,+
22544914,22544919,chr17,27551796,27551978,+
22545998,22546003,chr17,27631589,27631900,+
22546015,22546021,chr17,27632877,27632928,+
22546252,22546256,chr17,27647895,27647939,+
22548327,22548331,chr17,27838362,27838724,+
22548394,22548400,chr17,27846318,27846413,+
22552062,22552073,chr17,28233659,28234049,+
22552075,22552079,chr17,28234161,28234326,+
22552760,22552764,chr17,28278867,28278888,+
22553403,22553409,chr17,28326275,28326414,+
22554769,22554775,chr17,28405158,28405226,+
22556148,22556156,chr17,28499280,28499517,+
22556382,22556390,chr17,28514749,28514980,+
22559585,22559590,chr17,28712149,28712222,+
22559597,22559602,chr17,28712364,28712430,+
22559780,22559785,chr17,28718331,28718397,+
22561694,22561699,chr17,28808993,28809120,+
22564845,22564851,chr17,28982468,28982697,+
22566900,22566905,chr17,29107961,29108086,+
22567425,22567429,chr17,29138728,29138927,+
22567429,22567435,chr17,29138959,29139187,+
22567439,22567443,chr17,29139523,29139642,+
22567443,22567447,chr17,29139756,29140022,+
22567463,22567467,chr17,29140777,29140903,+
22567472,22567476,chr17,29141308,29141489,+
22568043,22568048,chr17,29178239,29178828,+
22568048,22568060,chr17,29178855,29179457,+
22572271,22572276,chr17,29480308,29480635,+
22573786,22573791,chr17,29570701,29570925,+
22573910,22573922,chr17,29574718,29575005,+
22576369,22576379,chr17,29706748,29706981,+
22576379,22576392,chr17,29707014,29707148,+
22582467,22582472,chr17,30333594,30334103,+
22583205,22583209,chr17,30395497,30396160,+
22583209,22583213,chr17,30396580,30396684,+
22589177,22589183,chr17,30808882,30809150,+
22589373,22589377,chr17,30823082,30823093,+
22591712,22591727,chr17,30968424,30968743,+
22591853,22591860,chr17,30971806,30971878,+
22591862,22591868,chr17,30971936,30971989,+
22595186,22595191,chr17,31309514,31310087,+
22595192,22595206,chr17,31310468,31311794,+
22595206,22595214,chr17,31311902,31312479,+
22595215,22595223,chr17,31312991,31313590,+
22595263,22595269,chr17,31321279,31321529,+
22596591,22596597,chr17,31425270,31425459,+
22599165,22599179,chr17,31560138,31560258,+
22599179,22599192,chr17,31560263,31560450,+
22599221,22599225,chr17,31562637,31562785,+
22599351,22599357,chr17,31571380,31571557,+
22599695,22599699,chr17,31596885,31596965,+
22599722,22599726,chr17,31599161,31599338,+
22600730,22600738,chr17,31696352,31696502,+
22606618,22606623,chr17,32101307,32101568,+
22608815,22608820,chr17,32261453,32261577,+
22609326,22609331,chr17,32280986,32281078,+
22615839,22615849,chr17,32828238,32828373,+
22616702,22616710,chr17,32912379,32912655,+
22617680,22617685,chr17,32994079,32994197,+
22617950,22617956,chr17,33014874,33015085,+
22622217,22622221,chr17,33507314,33507354,+
22625949,22625953,chr17,33968662,33968716,+
22635631,22635637,chr17,35045693,35045799,+
22635921,22635925,chr17,35075767,35076017,+
22636179,22636185,chr17,35090077,35090170,+
22638393,22638398,chr17,35254703,35254755,+
22638786,22638791,chr17,35299192,35299368,+
22638925,22638930,chr17,35315368,35315606,+
22642254,22642258,chr17,35627476,35627707,+
22647109,22647113,chr17,36002034,36002222,+
22657536,22657542,chr17,36749691,36749718,+
22662215,22662219,chr17,37067545,37067608,+
22662482,22662486,chr17,37090242,37090348,+
22664943,22664951,chr17,37356503,37356674,+
22666434,22666441,chr17,37450058,37450353,+
22667103,22667107,chr17,37491289,37491354,+
22670448,22670455,chr17,37761047,37761349,+
22670493,22670498,chr17,37765070,37765185,+
22678406,22678434,chr17,38464792,38465364,+
22678436,22678442,chr17,38465549,38465805,+
22679543,22679549,chr17,38510932,38510953,+
22680315,22680323,chr17,38550769,38550960,+
22680565,22680570,chr17,38561471,38561515,+
22680719,22680728,chr17,38563353,38563449,+
22680728,22680745,chr17,38563468,38563607,+
22681294,22681300,chr17,38592165,38592285,+
22688057,22688062,chr17,38893770,38893897,+
22688140,22688148,chr17,38898811,38899113,+
22688148,22688154,chr17,38899206,38899421,+
22690854,22690859,chr17,39092493,39092676,+
22690925,22690930,chr17,39096845,39096992,+
22691180,22691185,chr17,39110737,39110850,+
22693245,22693253,chr17,39213036,39213161,+
22698565,22698569,chr17,39533967,39534189,+
22700395,22700399,chr17,39628441,39628481,+
22701341,22701346,chr17,39675356,39675533,+
22701399,22701405,chr17,39679534,39679934,+
22701829,22701834,chr17,39703420,39703656,+
22701850,22701855,chr17,39704717,39704935,+
22701863,22701879,chr17,39705848,39706561,+
22701879,22701884,chr17,39706612,39706734,+
22701887,22701891,chr17,39706997,39707056,+
22701897,22701903,chr17,39707660,39707765,+
22702080,22702086,chr17,39716553,39716732,+
22702086,22702092,chr17,39716876,39717204,+
22702787,22702791,chr17,39750633,39750730,+
22706524,22706531,chr17,40015116,40015278,+
22706705,22706715,chr17,40023310,40023540,+
22706715,22706721,chr17,40023549,40023940,+
22706908,22706914,chr17,40032456,40032715,+
22708201,22708205,chr17,40096481,40096512,+
22708440,22708446,chr17,40107303,40107467,+
22709709,22709713,chr17,40176451,40176641,+
22709853,22709858,chr17,40179441,40179523,+
22709881,22709885,chr17,40181661,40181804,+
22710741,22710749,chr17,40224254,40224392,+
22710749,22710754,chr17,40224437,40224522,+
22710759,22710763,chr17,40224979,40225120,+
22710926,22710930,chr17,40235119,40235147,+
22712103,22712109,chr17,40316482,40316708,+
22712109,22712132,chr17,40316709,40316971,+
22712289,22712293,chr17,40323225,40323312,+
22712401,22712419,chr17,40332017,40332615,+
22712813,22712819,chr17,40349721,40349866,+
22712828,22712832,chr17,40350122,40350176,+
22714666,22714670,chr17,40448174,40448295,+
22714710,22714716,chr17,40451535,40451665,+
22715322,22715327,chr17,40489709,40489891,+
22715329,22715333,chr17,40490207,40490238,+
22715427,22715433,chr17,40499136,40499258,+
22715485,22715496,chr17,40501361,40501687,+
22715901,22715908,chr17,40536478,40536603,+
22715931,22715935,chr17,40537974,40538007,+
22715935,22715940,chr17,40538037,40538230,+
22715945,22715950,chr17,40538704,40538859,+
22716173,22716183,chr17,40552194,40552329,+
22716183,22716192,chr17,40552331,40552479,+
22716208,22716213,chr17,40553635,40553764,+
22716213,22716219,chr17,40553870,40554067,+
22716219,22716226,chr17,40554068,40554190,+
22716906,22716912,chr17,40619172,40619250,+
22725305,22725310,chr17,41522303,41522428,+
22725327,22725339,chr17,41523852,41524068,+
22726796,22726806,chr17,41625751,41625905,+
22726973,22726988,chr17,41635320,41635727,+
22727293,22727309,chr17,41651430,41651864,+
22727328,22727337,chr17,41654186,41654360,+
22727337,22727347,chr17,41654444,41654858,+
22727355,22727360,chr17,41655187,41655259,+
22727363,22727368,chr17,41655594,41655702,+
22727369,22727380,chr17,41655813,41656052,+
22727381,22727393,chr17,41656070,41656657,+
22727400,22727409,chr17,41657361,41657481,+
22727777,22727782,chr17,41676034,41676304,+
22729665,22729669,chr17,41772346,41772503,+
22729684,22729688,chr17,41773036,41773132,+
22730134,22730141,chr17,41793484,41793763,+
22730252,22730257,chr17,41800528,41800660,+
22730257,22730265,chr17,41800676,41800888,+
22730267,22730273,chr17,41801024,41801388,+
22733758,22733767,chr17,41972968,41973195,+
22733767,22733771,chr17,41973235,41973270,+
22736518,22736549,chr17,42122525,42122849,+
22736768,22736774,chr17,42135921,42136242,+
22738135,22738140,chr17,42200803,42200903,+
22738142,22738146,chr17,42201034,42201111,+
22739566,22739571,chr17,42289377,42289408,+
22739571,22739575,chr17,42289416,42289458,+
22740009,22740015,chr17,42311629,42311789,+
22740242,22740248,chr17,42325130,42325285,+
22740302,22740307,chr17,42329583,42329764,+
22741707,22741712,chr17,42415086,42415267,+
22741798,22741806,chr17,42421488,42421626,+
22742723,22742728,chr17,42467964,42468153,+
22742923,22742930,chr17,42484258,42484353,+
22744950,22744954,chr17,42571762,42571815,+
22746671,22746676,chr17,42668109,42668253,+
22746778,22746783,chr17,42670396,42670417,+
22749543,22749550,chr17,42797716,42797937,+
22749690,22749695,chr17,42804739,42804930,+
22751054,22751062,chr17,42894343,42894760,+
22754223,22754229,chr17,43079523,43080312,+
22754968,22754973,chr17,43129430,43129533,+
22754973,22754988,chr17,43129536,43129764,+
22757012,22757017,chr17,43328636,43328792,+
22758399,22758406,chr17,43400084,43400196,+
22759042,22759046,chr17,43449783,43449897,+
22760261,22760268,chr17,43530781,43531026,+
22760290,22760296,chr17,43532607,43532762,+
22761277,22761290,chr17,43591757,43592041,+
22761290,22761300,chr17,43592067,43592251,+
22761875,22761884,chr17,43634832,43635026,+
22765784,22765788,chr17,43872022,43872155,+
22766719,22766726,chr17,43930970,43931408,+
22770050,22770055,chr17,44097572,44097696,+
22770253,22770260,chr17,44108822,44108950,+
22773251,22773256,chr17,44223579,44223837,+
22773763,22773767,chr17,44247575,44247779,+
22785557,22785564,chr17,44917006,44917230,+
22785928,22785932,chr17,44940243,44940568,+
22788025,22788032,chr17,45043431,45043623,+
22788033,22788042,chr17,45043680,45043905,+
22789027,22789032,chr17,45093089,45093457,+
22789040,22789044,chr17,45093881,45094021,+
22789684,22789688,chr17,45122701,45122731,+
22789764,22789770,chr17,45127343,45127599,+
22789770,22789775,chr17,45127644,45127812,+
22789776,22789788,chr17,45127885,45128228,+
22789816,22789821,chr17,45130123,45130292,+
22791161,22791168,chr17,45176572,45176771,+
22791621,22791625,chr17,45200923,45201007,+
22792152,22792161,chr17,45224157,45224833,+
22792177,22792184,chr17,45225911,45226240,+
22792185,22792195,chr17,45226368,45227114,+
22792231,22792238,chr17,45229207,45229517,+
22792412,22792417,chr17,45240932,45241064,+
22792417,22792432,chr17,45241074,45241260,+
22792432,22792511,chr17,45241311,45242174,+
22792548,22792552,chr17,45244033,45244098,+
22792764,22792770,chr17,45252079,45252367,+
22793304,22793311,chr17,45277748,45277799,+
22793317,22793322,chr17,45278338,45278461,+
22793507,22793512,chr17,45288627,45288813,+
22793512,22793516,chr17,45288887,45288907,+
22793516,22793521,chr17,45288959,45289181,+
22793668,22793673,chr17,45302849,45303044,+
22795758,22795844,chr17,45429673,45430256,+
22795867,22795881,chr17,45430618,45430815,+
22796339,22796349,chr17,45448024,45448697,+
22796617,22796628,chr17,45468503,45469298,+
22798018,22798026,chr17,45576818,45577188,+
22804105,22804110,chr17,45973559,45973739,+
22815963,22815967,chr17,46870538,46870656,+
22816067,22816074,chr17,46876518,46876787,+
22816331,22816337,chr17,46894971,46895027,+
22821043,22821047,chr17,47279143,47279272,+
22825269,22825273,chr17,47621933,47621982,+
22825877,22825882,chr17,47660142,47660257,+
22826596,22826613,chr17,47703173,47703510,+
22826626,22826635,chr17,47704315,47704426,+
22826693,22826744,chr17,47708705,47709074,+
22826745,22826766,chr17,47709095,47709261,+
22828310,22828315,chr17,47810529,47810813,+
22830116,22830122,chr17,47905456,47905689,+
22830701,22830707,chr17,47945607,47945794,+
22830816,22830823,chr17,47955090,47955384,+
22830828,22830834,chr17,47956328,47956796,+
22830837,22830847,chr17,47957666,47958078,+
22830874,22830878,chr17,47960424,47960626,+
22832644,22832662,chr17,48054221,48054672,+
22833546,22833550,chr17,48103515,48103572,+
22833762,22833767,chr17,48113340,48113361,+
22837550,22837557,chr17,48530695,48530766,+
22837987,22837998,chr17,48550426,48550556,+
22837998,22838019,chr17,48550561,48550754,+
22838019,22838047,chr17,48550763,48551073,+
22838049,22838074,chr17,48551104,48551356,+
22838074,22838086,chr17,48551363,48551632,+
22838087,22838099,chr17,48551656,48551862,+
22838099,22838117,chr17,48551905,48552265,+
22838117,22838132,chr17,48552297,48552476,+
22838158,22838172,chr17,48554485,48554663,+
22838172,22838193,chr17,48554679,48555044,+
22838475,22838483,chr17,48569852,48570365,+
22838557,22838563,chr17,48574045,48574323,+
22838563,22838574,chr17,48574346,48574559,+
22839239,22839253,chr17,48594838,48595314,+
22839253,22839269,chr17,48595335,48595641,+
22839459,22839464,chr17,48600478,48600526,+
22839464,22839474,chr17,48600557,48600728,+
22839477,22839486,chr17,48601306,48601656,+
22839629,22839645,chr17,48606047,48606229,+
22839672,22839679,chr17,48607246,48607403,+
22840235,22840241,chr17,48620067,48620121,+
22840241,22840252,chr17,48620169,48620281,+
22840591,22840597,chr17,48631277,48631492,+
22840600,22840604,chr17,48631727,48632074,+
22840612,22840621,chr17,48633189,48633452,+
22840960,22840966,chr17,48645882,48646047,+
